lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
E01019219,1,10,1,8,1.253285555,72.67679224,1.499340008,25.6184758
E01019220,7,4,3,2,25.32709616,8.944549823,7.069438825,13.73200349
E01019221,5,5,3,1,12.24268248,14.43177504,5.474753876,10.75355751
E01019222,6,4,3,1,16.93526752,10.01914184,7.322361651,11.41152585
E01019223,5,6,3,2,14.64777912,17.17279704,6.573959243,12.84192465
E01019224,1,10,1,7,2.209940377,62.27336688,1.458727361,22.38360509
E01019225,1,10,1,9,0.77906345,83.59611606,1.065042871,29.03123454
E01019226,2,10,1,6,2.700250053,56.60548621,2.389112868,20.92535507
E01019227,2,8,1,2,3.350543123,33.53354179,1.40372465,12.97031257
E01019228,1,10,1,7,1.32117832,69.07613819,1.054218627,24.26976798
E01019229,1,10,1,9,0.316628066,91.71880115,0.671260843,31.51039573
E01019230,5,4,2,1,13.2114525,10.65182204,4.633709128,9.510522831
E01019231,4,5,2,1,8.988738373,15.44412518,4.226733664,9.612108333
E01019232,8,3,3,2,32.67987817,5.113834144,5.403766875,14.30630647
E01019233,6,5,3,1,16.25800177,11.70973051,5.357021454,11.11426604
E01019234,10,1,3,6,56.65654297,0.759936552,7.39428158,21.39515053
E01019235,9,3,2,4,38.62914781,6.41449861,4.330267093,16.35753644
E01019236,10,2,4,8,63.35893332,3.869280745,9.123433493,25.2347365
E01019237,9,2,2,3,40.36803366,2.630608258,4.155579398,15.58719912
E01019238,3,9,3,4,5.577139735,41.66919885,5.868094437,17.94445488
E01019239,1,10,1,7,1.908868972,67.16260123,2.101791582,24.1588024
E01019240,2,9,2,5,4.039205202,47.16497218,3.882802834,18.65035319
E01019241,6,7,2,3,17.3028753,25.84673021,4.707028001,16.05115636
E01019242,9,3,2,5,44.24959925,7.681952062,3.153767013,18.25497457
E01019243,9,5,2,5,43.32229478,12.23805086,3.951178792,19.76118357
E01019244,9,2,2,3,40.53859588,4.995225942,3.394640845,16.19634494
E01019245,6,4,4,2,18.83380483,11.03714276,8.786967479,12.8674834
E01019246,4,6,3,1,10.82102127,18.13745706,5.779791373,11.64500357
E01019247,5,5,3,1,14.73640393,13.38214813,6.594241537,11.58904337
E01019248,7,3,3,2,23.67923331,5.828806771,7.374781049,12.22961904
E01019249,2,9,2,4,2.949999538,47.28793689,2.656851892,17.92815951
E01019250,1,10,1,6,1.944955917,56.28263691,1.950285017,20.42152606
E01019251,3,9,2,3,5.152598962,36.46165086,3.618953529,15.29157362
E01019252,6,4,3,1,18.03354842,9.753231646,5.135588805,10.96191404
E01019253,5,4,3,1,12.73900019,11.41025805,5.299407969,9.832162427
E01019254,4,6,2,1,10.65355112,18.94636017,4.88664398,11.57002684
E01019255,4,7,2,1,9.423060719,20.8965232,3.902133905,11.50213211
E01019256,2,10,2,6,2.68190281,53.54768251,4.577213286,20.60172037
E01019257,2,10,2,5,3.882158745,50.94361482,3.961517372,19.90924216
E01019258,2,10,1,6,3.302133083,59.91855594,2.041069142,22.13556575
E01019259,1,10,1,9,0.262635922,94.62364927,1.732798133,32.83053399
E01019260,8,6,2,3,28.22694853,17.19461722,3.221258197,16.22407807
E01019261,3,9,1,4,6.405871678,40.25189294,2.241704751,16.53934382
E01019262,4,8,2,3,11.25442687,31.25397325,2.475589743,15.15725639
E01019263,6,8,1,4,17.58044418,31.93514903,0.517730919,16.83034845
E01019264,5,8,2,4,12.69927624,34.456591,4.655014159,17.44215677
E01019265,8,6,2,4,29.98134186,16.46076502,3.4192463,16.6188542
E01019266,4,9,1,4,8.397279487,39.77776651,0.439962148,16.44073035
E01019267,7,6,2,4,26.27412828,20.12937993,3.266989669,16.5925581
E01019268,2,9,2,5,2.607441107,48.32717854,3.234404512,18.35904976
E01019269,2,9,2,4,2.983422729,43.97187775,3.225639467,16.99942896
E01019270,3,9,2,5,6.236149472,45.26253705,3.573788537,18.62654214
E01019271,4,8,2,3,9.002413846,31.26879921,2.925272896,14.56752836
E01019272,5,7,2,2,13.46992767,22.3045725,4.02688713,13.35750353
E01019273,2,9,2,3,4.496366901,37.84890966,3.74281627,15.58755973
E01019274,9,2,2,4,44.38410619,4.651683947,3.615769992,17.42153168
E01019275,8,5,2,3,27.84588708,13.14102262,3.019375895,14.65348447
E01019276,1,10,1,7,1.43671049,70.22253598,1.115242756,24.7178068
E01019277,2,9,2,3,3.287065044,36.96634944,3.824264444,14.91529754
E01019278,2,9,2,4,3.900844662,43.61034611,3.891177637,17.39888504
E01019279,1,10,1,8,0.861377882,73.37979936,1.42744653,25.70444384
E01019280,10,1,2,9,90.71406621,0.831462544,2.803265958,31.14341688
E01019281,10,2,2,5,51.62648269,3.079008356,3.124457584,19.11467313
E01019282,7,4,1,2,25.97428608,8.616210004,2.104176124,12.19540393
E01019283,2,9,3,5,3.028062672,49.68769979,5.292558824,19.63962302
E01019284,5,7,2,3,15.02211113,25.21120909,3.769719979,14.77311536
E01019285,5,5,2,1,15.50276241,14.49503524,3.435664573,11.17799289
E01019286,7,7,2,4,25.10562484,22.55269591,2.935778471,16.9215797
E01019287,6,7,2,2,17.40120889,22.61951067,2.702697458,14.32492272
E01019288,5,8,1,2,11.93532209,27.11457354,1.917737563,13.79046469
E01019289,4,9,2,4,8.975071027,36.48556123,3.790880707,16.61785489
E01019290,5,7,2,3,14.96989969,25.24216394,2.987758924,14.50836308
E01019291,6,6,2,2,17.03774379,18.09440343,2.989617543,12.7611264
E01019292,8,5,1,2,28.41145146,12.5993246,1.958577183,14.30587982
E01019293,1,10,1,9,1.07530212,81.04299058,1.639714571,28.45057231
E01019294,4,6,2,1,10.7792566,18.55053694,2.889466416,10.81786115
E01019295,3,7,1,1,6.204777242,24.61180396,2.260904501,11.16168832
E01019296,4,5,2,1,8.434931903,12.94916165,2.515612076,8.016394475
E01019297,2,9,1,4,4.217582254,47.44150302,1.914189716,18.15359578
E01019298,4,8,2,4,11.30239939,33.40066532,3.86670601,16.36203099
E01019299,7,7,2,4,20.91677641,26.87354636,3.958286066,17.34577638
E01019300,2,9,1,5,5.029728654,49.68298119,1.264203913,18.96921135
E01019301,6,7,2,3,15.96206968,24.40179771,3.10950546,14.59023102
E01019302,3,8,1,2,7.853541529,32.64836155,1.094693195,14.05336039
E01019303,1,9,1,3,0.452720408,42.80922292,2.044636616,15.37926361
E01019304,1,10,1,9,0.409481929,88.72412179,0.663979939,30.52044383
E01019305,1,10,1,8,0.561173571,72.68961752,2.010767934,25.56321065
E01019306,2,8,1,2,3.633603482,31.56305083,1.978727755,12.58350659
E01019307,2,9,1,4,3.263227487,43.11923704,2.352925473,16.51387107
E01019308,1,10,1,9,1.320602115,86.49182144,1.80035827,30.43713622
E01019309,1,10,2,9,0.331525749,89.85939378,2.754153216,31.57046794
E01019310,1,10,2,9,0.365219049,90.62995401,3.123834385,31.965572
E01019311,2,10,2,8,2.919095386,70.06176312,4.088543565,26.13352031
E01019312,2,10,2,7,4.814092601,57.48262846,3.311555622,22.22555759
E01019313,1,10,1,9,1.284330256,89.40384512,0.552255566,31.00338066
E01019314,1,10,1,9,0.504936556,90.40714713,2.218326704,31.6371069
E01019315,1,10,1,8,0.97802353,75.09462308,2.036907789,26.52709918
E01019316,1,10,2,8,1.468003931,77.38405159,2.925890738,27.76056278
E01019317,1,10,2,8,0.578462053,73.41949255,3.7780537,26.40027767
E01019318,2,6,2,1,4.5082772,18.26228884,3.495120918,8.850299585
E01019319,1,10,2,9,0.907172856,79.6473588,3.794088577,28.63151827
E01019320,1,10,1,9,0.400068937,87.71610991,1.759798379,30.53623358
E01019321,1,10,2,9,1.080433461,85.28501263,3.18311384,30.4038749
E01019322,1,10,2,9,0.818492513,80.67698377,2.590994406,28.55530517
E01019323,1,10,1,9,0.588506493,83.67871375,1.916554886,29.27743293
E01019324,1,10,2,9,0.857989287,89.99511401,3.121964889,31.91172364
E01019325,1,10,3,10,0.32766246,95.99548356,5.496852772,34.56055444
E01019326,5,9,1,5,12.02783393,44.45917357,2.068433927,19.76788741
E01019327,10,4,1,7,53.57001894,11.53389098,2.348104786,22.37450376
E01019328,8,8,1,5,27.37782317,28.65410677,1.538861081,19.28490211
E01019329,5,9,1,5,12.53637093,41.84301582,1.153536724,18.74429491
E01019330,10,2,1,7,66.15593376,3.995797146,1.508052056,23.68768635
E01019331,8,6,1,4,32.17411032,16.7575891,1.540024494,16.82324478
E01019332,8,7,2,5,31.35157637,20.75390656,2.433822544,18.20550987
E01019333,10,2,2,9,83.59611606,4.953351056,3.412934699,30.39712611
E01019334,8,7,2,5,28.98551819,26.28947943,2.973514497,19.48490379
E01019335,7,8,3,5,24.57534969,29.108628,5.128788263,19.69929905
E01019336,10,4,2,6,51.92620606,8.25195581,2.959278887,20.91787501
E01019337,1,10,2,9,0.281904284,89.7783444,3.004491906,31.60914784
E01019338,1,10,1,9,0.534986765,88.39164766,2.367393599,31.01094572
E01019339,1,10,1,9,0.542226942,91.02513637,0.866461712,31.41341362
E01019340,1,10,1,9,0.394533682,85.73300584,2.114313186,29.97714145
E01019341,1,9,1,3,0.836539766,45.37962868,1.788594416,16.29536803
E01019342,1,5,2,1,0.848390975,13.48654593,3.366282605,5.976267899
E01019343,1,10,1,6,1.652571623,58.57441235,2.16267476,21.1743315
E01019344,1,10,1,9,0.46548575,90.02235443,1.350007002,31.20671311
E01019345,1,10,3,8,1.167841868,66.91176267,5.504454174,24.951857
E01019346,2,10,2,7,3.177491335,65.68757024,2.803880531,24.3076266
E01019347,1,10,3,8,1.245818085,67.31442807,6.407309275,25.41243757
E01019348,1,10,3,8,1.099828864,74.71324289,6.174159307,27.80291868
E01019349,1,10,2,5,2.216529376,52.00958038,4.274510816,19.82530059
E01019350,1,10,1,9,0.824694659,83.16727869,1.062193892,28.89954798
E01019351,2,10,2,7,2.822325373,60.70493588,2.576384983,22.42125262
E01019352,1,10,3,8,1.241223924,72.27011446,5.523122819,26.80407334
E01019353,3,5,1,1,6.528389369,13.60812607,1.715792515,7.347342885
E01019354,4,5,1,1,8.705798883,12.52698962,1.587192252,7.655863546
E01019355,2,9,3,3,3.026200943,37.73075632,5.716924676,15.7136886
E01019356,1,10,1,8,0.543898075,78.62861712,0.508829739,27.08113
E01019357,2,10,3,6,3.074654926,50.7599448,7.519176253,20.75434552
E01019358,5,9,2,6,13.78873718,41.53638166,4.338806453,20.10445916
E01019359,8,7,2,5,30.15024096,23.00972763,3.543939298,18.94238688
E01019360,10,4,2,7,54.37156632,11.26863052,3.826191908,23.03659459
E01019361,7,7,2,4,25.16241766,21.05361437,4.390767773,16.91078008
E01019362,6,7,2,3,17.308648,24.39079768,3.301505051,15.09422172
E01019363,10,3,2,6,50.89382946,7.117577171,3.370061684,20.32706032
E01019364,9,3,2,5,45.33662584,6.344856704,3.491954474,18.27068278
E01019365,8,7,2,5,30.09581658,21.26658096,4.017166995,18.48792211
E01019366,6,8,2,5,19.98494088,30.12603645,4.284340342,18.2517152
E01019367,4,8,2,3,11.38614653,28.23251783,4.021054556,14.68343242
E01019368,5,8,2,3,12.6737756,28.43766264,3.184363472,14.90199119
E01019369,5,8,3,5,15.44625482,35.05320529,5.586848521,18.8590139
E01019370,8,7,2,5,30.2392094,24.56110069,3.173119226,19.37684268
E01019371,6,9,2,6,15.76255716,41.06449185,3.53632442,20.33055815
E01019372,3,5,2,1,5.894089226,13.59534957,2.587950011,7.4214918
E01019373,1,10,1,7,0.91113473,65.96361158,2.152516365,23.4386328
E01019374,7,7,1,3,21.58977452,22.21864374,0.971779905,14.99965183
E01019375,2,10,1,7,3.975093813,63.35038419,0.948523133,23.16392422
E01019376,1,10,1,8,1.100399565,79.89170148,0.65558176,27.74265234
E01019377,1,10,2,7,2.302358582,65.08063391,3.94471954,24.18895131
E01019378,3,9,3,5,5.849143791,46.21234081,5.088027182,19.3214623
E01019379,2,10,3,7,3.264481479,56.4087049,5.870201028,22.19340489
E01019380,2,10,6,7,3.012552871,51.82759,16.38521244,24.02264315
E01019381,1,10,1,8,1.563887443,76.39851673,1.186738291,26.88320218
E01019382,3,5,3,1,7.31263976,14.00475885,5.700886272,9.056081599
E01019383,2,10,2,6,3.18311384,57.80945848,3.008832075,21.69855803
E01019384,1,10,2,9,0.392873365,81.30270558,2.403603783,28.56575736
E01019385,2,6,2,1,2.436241761,15.69894774,2.595257236,6.998036902
E01019386,1,10,1,8,1.042260912,75.13739167,0.703212039,26.12271924
E01019387,1,10,1,8,2.127438373,71.93248614,2.138779792,25.86489728
E01019388,4,9,3,4,10.41958228,36.78790377,5.483728992,17.75598
E01019389,5,8,3,5,12.19271029,34.88895147,8.064242937,18.54703807
E01019390,9,4,2,5,43.18672396,8.499397721,3.48055888,18.28999856
E01019391,3,9,3,5,6.688644338,43.43348696,5.429241852,18.76628801
E01019392,9,4,3,5,43.60672312,8.448281929,5.394822902,19.04292604
E01019393,4,8,2,4,10.84018878,34.95351756,4.970902211,17.101856
E01019394,1,10,2,9,1.758036526,77.76479359,3.712107659,28.2451774
E01019395,4,9,1,5,10.53626919,45.80217816,0.974050118,19.37114595
E01019396,6,8,1,4,18.30565818,31.54160127,1.33731793,17.20632655
E01019397,6,10,1,7,16.16332803,54.72718337,1.39331789,24.4009355
E01019398,8,7,1,4,31.19687678,21.48430688,1.237778904,18.00810071
E01019399,5,9,1,5,11.97832587,44.13440083,1.433815101,19.4317028
E01019400,7,5,9,9,25.47648642,13.98776205,45.50125288,28.17849307
E01019401,10,1,8,9,60.75069439,0.895856975,27.50878735,29.43022035
E01019402,7,7,9,9,22.07045684,21.66919384,45.77031577,29.75498087
E01019403,8,5,9,8,35.42585295,12.2297163,36.33454702,27.83903553
E01019404,9,3,7,7,40.75519297,7.028046427,26.1127102,24.45594383
E01019405,2,10,6,8,2.395753404,60.43981057,16.58351034,26.81269263
E01019406,1,10,6,8,2.147737496,63.5219734,16.84569089,27.86530232
E01019407,10,4,8,10,68.58798917,10.7037509,28.21581396,35.58453034
E01019408,8,8,8,9,27.79664564,33.00658068,29.8475083,30.24480823
E01019409,5,8,8,9,15.63658746,34.90631683,35.00579974,28.5801355
E01019410,3,9,9,9,7.562974522,37.21742476,43.41551634,29.4768264
E01019411,4,8,9,9,10.31370476,32.70918232,44.60248012,29.243463
E01019412,3,8,9,8,7.952499956,27.32957266,47.51008515,27.59470779
E01019413,4,9,9,9,9.811502024,38.30178483,40.85783113,29.74348679
E01019414,4,9,7,8,10.40076196,45.62352365,25.90035175,27.49136556
E01019415,9,7,8,9,37.17904039,22.91228758,28.82683535,29.57211677
E01019416,7,9,8,9,21.90064997,40.17062998,35.68110387,32.65999296
E01019417,8,7,8,9,34.77762902,24.45372593,27.90621458,28.99993521
E01019418,5,9,9,9,14.93550495,43.200957,36.16353927,31.55100997
E01019419,5,9,7,8,12.83670986,41.58278049,21.56197295,25.48971069
E01019420,4,8,7,7,11.07937878,34.37642051,23.87042522,23.2214183
E01019421,4,8,8,7,8.641544907,35.77111517,29.11827376,24.62291932
E01019422,4,9,8,9,8.547471476,41.93378771,34.31828973,28.40318902
E01019423,1,10,7,8,1.909460105,52.19828503,24.36096697,26.41665785
E01019424,1,9,8,8,2.126244864,41.68585505,35.09320167,26.45560808
E01019425,2,7,8,6,3.961517372,23.05119087,33.10274966,20.06861302
E01019426,3,5,7,2,5.100247923,15.43986648,21.96842235,14.18221579
E01019427,2,6,6,2,4.69101121,17.641282,16.31875388,12.93125836
E01019428,3,9,10,10,5.147154343,50.02043039,59.58233899,38.36767913
E01019429,3,9,9,10,5.362515987,50.08755805,48.79902833,34.90307936
E01019430,2,10,9,9,3.873143388,55.05856422,36.85803537,32.16120083
E01019431,9,5,9,10,43.83609393,14.87933337,47.51867231,35.2060462
E01019432,4,9,9,9,11.49170944,42.23897437,45.08800978,33.03255863
E01019433,8,7,9,10,30.20884057,25.62685335,44.78097184,33.45976823
E01019434,7,4,9,8,23.97047669,10.60001017,46.57218101,26.8830805
E01019435,6,7,10,9,17.62605745,22.72594284,52.67156001,30.92503433
E01019436,8,4,8,7,33.2939886,8.6724596,31.60386017,24.36492636
E01019437,7,7,7,7,21.50647044,21.04817954,25.65173375,22.71858843
E01019438,9,7,9,10,37.68590469,23.59105721,44.16778613,35.03267742
E01019439,8,2,9,8,30.82604744,3.337330276,45.9020336,26.45495904
E01019440,9,2,9,9,46.19611745,3.694852067,41.90685497,30.3302306
E01019441,10,4,9,10,63.0700311,9.806501632,37.38265864,36.48359817
E01019442,2,9,7,7,4.068405924,39.58838543,25.01181867,23.05652516
E01019443,4,4,9,7,9.802335468,11.50785493,45.85404888,22.27927751
E01019444,2,8,8,7,4.807386443,32.95408661,30.72857503,22.93125673
E01019445,3,7,9,7,6.732345892,23.63814376,38.96715864,23.11780537
E01019446,2,7,9,8,3.884091067,24.18590468,46.42838776,24.82632561
E01019447,2,10,8,9,4.920310241,52.58040354,34.79985045,30.98499023
E01019448,2,9,8,8,4.389450847,43.40833202,34.37399546,27.55077017
E01019449,3,9,9,9,5.256976111,40.80004082,39.56710133,28.66395943
E01019450,2,7,10,8,4.039853704,26.66274882,53.31445049,27.99225498
E01019451,5,8,9,9,12.35784602,32.55182966,42.36905682,29.12750002
E01019452,5,7,10,9,15.05349498,22.54834516,50.63175126,29.34256861
E01019453,7,6,9,9,26.76180949,16.00785422,47.63923044,29.99501361
E01019454,7,6,9,9,24.47736849,16.45520123,45.91805077,28.82525677
E01019455,8,4,9,8,31.16521765,10.55261827,40.47843892,27.23029688
E01019456,7,6,9,8,26.14829469,16.12052269,40.16751021,27.36519333
E01019457,5,7,9,8,14.1895324,25.42548618,41.11644847,26.89563899
E01019458,9,2,9,9,39.47005265,2.692297784,44.85734792,28.74342343
E01019459,8,4,9,9,31.11465352,10.43242315,45.13829288,28.71049618
E01019460,4,7,8,7,10.30178141,25.15429581,35.64776062,23.71580945
E01019461,9,2,9,9,45.06483922,4.371021798,50.26591578,32.94529656
E01019462,6,6,10,9,19.64628921,19.120605,56.65015467,31.67883218
E01019463,8,3,9,8,27.38498001,7.070918503,46.51866709,26.79231584
E01019464,5,9,9,9,11.83134788,41.11319774,40.38377343,31.20947727
E01019465,2,9,8,8,4.597801579,40.93511146,30.51229833,25.50427086
E01019467,2,9,6,6,4.545370955,40.59255422,20.45937815,22.05303564
E01019468,4,7,9,7,9.111302833,20.91272434,40.50691471,23.48433807
E01019469,5,4,9,7,14.32503609,10.74798279,45.37571601,23.35556234
E01019470,6,4,9,7,20.15419491,9.396032085,44.9570175,24.68135101
E01019471,8,4,9,8,28.38340115,8.467928407,44.30554825,26.86644896
E01019472,2,10,5,7,3.010072273,51.93661133,12.21213102,22.68177494
E01019473,4,8,9,8,9.512563514,30.73892482,38.5825114,26.32260916
E01019474,4,8,9,8,8.084337137,29.46432522,39.07399984,25.58012178
E01019475,5,5,9,7,11.74596692,11.64645384,49.64997811,24.22045617
E01019476,4,6,9,8,9.592506739,20.0083019,44.9454951,24.80036325
E01019477,2,10,9,9,3.555366345,50.69082874,37.68310437,30.84357711
E01019478,3,9,8,8,6.248995909,41.56951413,35.10571482,27.78068934
E01019479,4,8,8,7,8.800523471,27.15705851,34.81714863,23.62723169
E01019480,3,8,9,8,6.349875355,34.06328843,38.83430132,26.49229637
E01019481,3,5,9,6,7.650063327,14.52161558,41.87995373,21.28225493
E01019482,4,9,9,9,9.034623541,40.3365864,35.92105668,28.54981385
E01019483,6,5,8,7,19.25090395,14.87725557,33.60847695,22.50186259
E01019484,3,9,9,9,5.286396337,40.94478978,40.72321224,29.10439936
E01019485,6,6,9,7,16.66196344,15.82417785,37.77007336,23.34279262
E01019486,7,4,10,9,22.23294292,11.19061877,53.99289402,28.95933657
E01019487,7,5,9,9,24.54369722,11.94812332,50.38721554,28.78956314
E01019488,5,6,8,6,14.5472026,19.23457615,28.43953601,20.72537963
E01019489,6,5,8,7,20.32602021,14.6704181,32.63037143,22.46355139
E01019490,7,5,9,8,22.45139222,13.98176618,47.63491389,27.88228152
E01019491,4,7,8,6,8.88042674,24.50103537,30.13813552,21.20647757
E01019492,3,9,9,9,6.003306782,36.28706359,49.80598034,30.75466637
E01019493,3,8,9,8,6.849290959,32.83357622,43.57775966,27.80434262
E01019494,3,8,8,6,7.878049676,27.49439868,28.92038315,21.49157838
E01019495,3,8,9,8,5.917298581,31.02852946,45.37962868,27.47768601
E01019496,2,9,9,9,3.666759551,42.15039261,49.04092762,31.72467025
E01019497,4,5,9,6,10.1355003,12.55608414,40.24876213,20.89587521
E01019498,4,4,9,5,9.268688589,9.432897194,39.67371933,19.35817966
E01019499,2,8,10,9,4.60178854,33.96064522,54.5924517,31.08071865
E01019500,3,8,10,9,5.33848709,30.79489432,55.28016126,30.47441802
E01019501,3,6,9,8,6.891830818,18.42898395,49.29467449,24.8074013
E01019502,3,9,7,8,6.086802148,49.99650363,26.06703947,27.60957897
E01019503,2,9,8,7,4.169270909,36.85803537,31.99629702,24.46636944
E01019504,4,8,9,9,8.398063284,34.38612328,49.49034764,30.79445752
E01019505,2,8,5,3,4.174488868,28.23066125,13.6169755,15.46960807
E01019506,2,9,5,6,4.893373291,45.54456492,13.61009232,21.59129572
E01019507,10,3,5,8,63.55644539,6.409465839,14.6241349,27.97880988
E01019508,7,8,9,9,22.18864435,30.02746487,36.89859339,29.70812651
E01019509,6,9,9,9,15.80145628,36.47493133,36.56277527,29.68167306
E01019510,8,6,10,10,35.09320167,17.38382533,51.49338147,34.48407305
E01019511,7,8,6,7,21.61621716,28.77164903,18.76973393,23.10972453
E01019512,7,8,9,9,21.49538599,27.84771286,43.34019268,30.86396333
E01019513,6,8,9,9,17.05258372,27.58267094,47.08476409,30.5434329
E01019514,8,3,9,8,30.10387133,7.160616614,45.18092616,27.27859282
E01019515,7,4,9,8,22.10883677,11.08818772,46.9670702,26.56503313
E01019516,9,2,9,9,42.94610022,3.025580401,43.39397011,29.52092055
E01019517,3,8,9,8,7.359791884,29.13950869,45.2430796,27.26638055
E01019518,5,7,9,8,13.96478636,20.94786602,42.82322419,25.86231793
E01019519,7,4,9,8,24.39708277,9.309427088,43.75938255,25.65683877
E01019520,2,9,7,8,3.818483021,50.03958974,24.47106143,26.34901018
E01019521,3,8,9,8,7.137602755,32.31780091,37.40477979,25.68703855
E01019522,3,8,8,7,7.088682075,28.56540074,33.75908369,23.19199895
E01019523,2,7,7,4,3.65527704,24.3045515,21.1803377,16.45930038
E01019524,2,8,5,4,3.916965404,32.93813391,14.19558269,17.1761064
E01019525,2,9,7,6,3.647625217,37.33848007,23.7371877,21.73207149
E01019526,4,6,9,6,8.737595573,17.97404254,37.2476289,21.28629854
E01019527,3,8,9,8,6.203352248,34.73325047,38.04150185,26.41010701
E01019528,4,6,8,5,8.386309133,19.87494443,31.00547776,19.75677078
E01019529,5,4,8,4,12.0599795,8.519087929,33.52652912,17.94003774
E01019530,4,4,9,5,11.19858511,11.54736947,35.98859047,19.49787356
E01019531,4,6,8,5,10.52852894,15.77875713,30.40185722,18.87180486
E01019532,5,5,9,6,14.25920698,13.35101819,37.52404684,21.62781995
E01019533,4,7,7,5,10.75492885,23.60775431,22.02930516,18.84543369
E01019534,5,3,8,4,12.55702329,6.781974909,33.84660522,17.61906888
E01019535,3,6,6,3,6.590618387,20.24716224,20.59085008,15.85391976
E01019536,5,5,9,7,14.46950616,15.41220413,38.53887548,22.73291535
E01019537,7,6,8,7,24.10973195,16.83777052,29.42713794,23.39200904
E01019538,10,1,9,10,68.92315643,0.060468529,39.72568408,35.87467667
E01019539,7,4,8,6,25.4041326,9.758220469,31.71376044,22.16669966
E01019540,8,2,9,7,28.47515908,3.663569389,40.75199289,24.09057374
E01019541,6,3,7,3,17.99901626,6.86175139,22.07045684,15.55592159
E01019542,7,4,9,8,24.25295861,10.84541906,40.58302296,25.0833164
E01019543,5,6,7,4,11.59235491,19.06569996,21.39586561,17.36845076
E01019544,6,5,9,7,19.9395845,12.07928843,36.08503941,22.59508396
E01019545,9,3,8,8,36.79598498,8.06038068,33.65073551,25.98794719
E01019546,8,2,8,6,31.53945741,4.865123406,28.99703179,21.63118339
E01019547,8,4,9,8,35.48685533,9.058003808,36.33190648,26.77991269
E01019548,8,3,8,7,30.32648961,6.483630804,35.13326773,23.8061544
E01019549,4,9,8,9,11.32642322,44.01977652,29.64524528,28.48737462
E01019550,4,8,7,7,8.318253261,35.2690083,26.71135689,23.55123417
E01019551,3,9,8,8,6.312620068,41.32873756,27.64412078,25.25749525
E01019552,4,8,8,7,10.3239297,30.0053945,28.6163177,23.05211577
E01019553,4,8,8,8,10.24140797,35.7273514,32.54958955,26.26832866
E01019554,10,2,8,10,81.39617628,3.789597685,35.79689751,39.96217757
E01019555,9,4,8,9,42.78124593,9.015292312,35.38020712,28.85847889
E01019556,9,2,8,9,47.66514674,3.366912409,34.85178409,28.37533739
E01019557,4,7,6,4,10.46927343,22.44417329,20.22486822,17.76008566
E01019558,3,7,4,2,6.270422597,21.07808704,10.88555741,12.828023
E01019559,3,7,4,2,6.349158337,21.08897214,10.69422182,12.79456598
E01019560,4,7,6,4,9.596635064,25.58875559,18.47752809,17.96465074
E01019561,3,5,5,1,6.671186939,14.85856384,13.53941314,11.72140973
E01019562,4,7,7,5,11.16231634,23.93656437,23.89962605,19.70887287
E01019563,3,9,10,10,5.084633684,46.15965667,53.97582889,35.18423592
E01019564,3,9,9,9,6.503111732,37.42138462,43.17605495,29.11739578
E01019565,4,7,9,7,10.33757002,21.29952078,37.70551652,23.09605562
E01019566,4,7,6,4,8.389442986,23.79375764,20.56422945,17.6445895
E01019567,4,8,7,5,9.179317081,28.00527491,22.75665176,20.06066319
E01019568,4,7,7,5,8.987130029,26.91208162,20.96816452,19.03535495
E01019569,9,4,8,9,41.19460415,9.085445456,34.78750256,28.16314667
E01019570,7,5,8,7,22.92849895,15.16262508,32.84264935,23.55977147
E01019571,8,3,9,8,27.96486548,7.670558152,39.34329454,24.81968258
E01019572,5,4,9,7,11.98382151,10.57587118,45.66706678,22.62058934
E01019573,4,6,7,5,11.05913101,19.7718967,24.01989313,18.29852284
E01019574,7,3,9,8,23.81673109,6.315483718,47.13961308,25.56285804
E01019575,9,3,8,8,45.29760199,6.043601446,32.88806875,27.85609584
E01019576,8,5,8,8,29.97933861,11.97283155,35.69650939,25.74379257
E01019577,7,4,8,6,23.2476736,8.206049682,31.44959545,20.84015568
E01019578,8,3,8,7,30.58622146,5.958147622,31.24127289,22.42884333
E01019579,10,3,7,8,53.27580739,5.252190332,21.24053701,26.37613837
E01019580,8,6,8,8,32.57648533,15.72587941,33.56161387,27.17237174
E01019581,8,4,9,8,34.57370375,9.418144059,36.51481881,26.66138142
E01019582,7,5,7,6,21.01288437,15.32411937,26.23153988,20.80086059
E01019583,8,4,8,6,27.52318504,8.251176976,30.23515791,21.86565334
E01019585,7,5,6,4,21.48707616,13.91392197,19.21700533,18.16308036
E01019586,8,6,8,8,27.64050153,18.30686405,31.31121182,25.67839918
E01019587,6,7,8,7,17.31788735,24.78855234,27.48720771,23.21378917
E01019588,5,8,7,7,15.31670593,30.88639672,25.10562484,23.84074404
E01019589,6,7,8,8,20.29575936,24.36881341,30.62945326,25.09071672
E01019590,6,6,7,5,16.29995882,18.83133726,22.64716482,19.25520547
E01019591,9,3,7,8,44.11587435,7.550883908,25.86682364,25.66159087
E01019592,7,5,7,5,21.46078148,12.79966414,23.34654801,19.13830454
E01019593,4,8,6,5,10.21424913,29.33540586,18.97862027,19.6076849
E01019594,8,7,7,8,35.63494916,20.86415511,24.02762405,26.78246189
E01019595,8,8,6,8,30.58827828,29.24403819,20.0681103,26.65958121
E01019596,6,8,5,6,17.93129344,32.46239484,15.1731457,21.96167916
E01019597,5,9,6,7,13.82145787,37.02614032,18.08843013,23.11915075
