lsoa11,r_dec,h_dec,e_dec,ahah_dec,r_dom,h_dom,e_dom,ahah
E01000427,8,4,6,5,29.03737481,9.360043245,18.62500094,18.9109987
E01000428,8,3,5,4,32.28234754,7.025092676,12.95871679,17.31808274
E01000429,6,4,10,9,19.61052698,8.260524722,71.87050265,32.99731818
E01000430,3,8,10,10,6.699561944,27.12164892,72.1570201,35.24403271
E01000431,6,3,10,9,18.63967802,8.051113908,68.0050983,31.33015492
E01000432,3,5,10,9,6.691555193,12.96636375,65.12675691,28.10860667
E01000433,4,5,10,9,11.34690778,14.02377015,59.27243252,28.07246415
E01000434,3,6,10,9,5.982127385,17.04801657,66.06918972,29.57326028
E01000435,4,6,9,7,8.882828132,16.46633017,47.673792,24.2622369
E01000436,9,3,10,10,44.40660069,5.798684939,51.7810243,33.71346913
E01000437,7,7,9,9,22.29453092,20.73111614,44.60626343,29.12584162
E01000438,9,3,9,9,39.56406236,6.080423169,45.15378675,30.02423408
E01000439,10,1,9,10,69.68718673,0.979726631,46.09497986,38.54122203
E01000440,8,6,9,9,28.88979507,19.02585119,43.77032567,30.44662925
E01000441,9,5,9,9,42.88984686,11.8823642,44.50809908,32.88132599
E01000442,7,6,9,8,23.38411171,20.32602021,37.36608173,26.95841071
E01000443,5,7,6,5,14.72092151,21.22957996,19.28611092,18.44037789
E01000444,5,6,5,3,13.20662165,19.10312099,11.88510041,14.77532942
E01000445,6,6,6,4,19.28862777,17.89336083,17.13494797,18.10352267
E01000446,6,7,7,7,16.95345219,26.37495067,23.79375764,22.41406247
E01000447,10,1,6,8,58.21608887,1.363857614,16.86607009,25.24082405
E01000448,8,3,6,5,29.87142131,8.058063637,19.40343666,19.00044476
E01000449,9,1,8,7,36.20026442,2.348707317,29.56444202,22.50091361
E01000450,5,3,7,3,14.85960187,7.911791075,22.94619712,15.16592263
E01000451,6,5,7,5,17.29479594,12.54481738,26.86304794,18.83732639
E01000452,7,3,9,6,23.57588854,7.291714249,35.87700695,22.09863836
E01000453,8,4,8,7,29.00855114,9.377212712,35.30685662,24.41233688
E01000454,7,3,8,6,26.92084865,7.814535568,28.7640475,21.03295782
E01000455,9,3,7,6,35.99119188,5.27886665,25.00697702,21.9242104
E01000456,8,5,8,8,35.38274062,12.03242341,27.61337533,24.87974222
E01000457,9,1,6,6,43.97555873,1.187311152,19.54553119,21.36564547
E01000458,7,3,6,3,24.86701063,6.149978599,17.35951039,16.02574466
E01000459,9,1,5,4,36.9880736,1.094122636,15.02002039,17.53467271
E01000460,7,4,8,6,23.81979595,10.71501762,30.10185738,21.43725159
E01000461,6,6,7,5,16.65971821,18.07887607,22.81672569,19.17404435
E01000462,9,1,8,8,50.14525239,1.998895996,31.91988741,27.76112077
E01000463,7,3,8,6,22.99345893,7.522948682,34.93114725,21.67292259
E01000464,4,8,8,8,9.378030626,33.39834099,31.54803404,24.86103728
E01000465,3,9,8,8,6.801710289,39.53672961,35.53781452,27.41453125
E01000466,3,9,9,9,6.471373494,40.49741886,46.16775407,31.14003451
E01000467,3,8,10,10,7.214157178,28.27898124,77.51026657,37.57391346
E01000468,3,9,10,10,5.50099868,37.09427371,77.79680844,40.10032941
E01000469,3,8,10,10,6.714855305,29.83755187,67.72426882,34.7096786
E01000470,5,6,10,9,11.88510041,17.16591076,57.60214948,28.76720212
E01000471,7,3,10,9,23.3901276,7.674355495,68.96676177,33.08705436
E01000472,9,1,10,10,45.78225899,1.45061343,54.11842667,33.46043484
E01000473,10,1,10,10,73.79330354,0.21096636,56.94586841,43.2156553
E01000474,8,2,10,9,29.89735516,4.265340379,60.97315301,31.43748343
E01000475,8,3,9,8,31.89157122,5.107719351,45.41879206,27.24904446
E01000476,8,2,10,10,34.91872869,3.723618584,72.56168545,36.73456698
E01000477,6,4,10,10,20.56822058,10.38708412,74.61539025,34.94220018
E01000478,9,1,10,10,49.19283956,1.549915883,63.45318403,37.70015918
E01000479,8,4,8,7,30.22503229,8.675632689,35.29675764,24.57190579
E01000480,8,3,9,8,29.53495064,6.902110859,38.6992802,24.86401387
E01000481,8,2,9,8,31.44959545,4.822813531,40.44999834,25.36662255
E01000482,9,2,9,9,39.87920562,2.7891353,48.03985901,29.96159733
E01000483,9,4,10,10,36.52014237,11.53568765,65.72544851,37.66317879
E01000484,7,4,8,6,23.36457093,8.405902723,29.66499653,20.35776419
E01000485,7,3,8,7,25.59703234,6.935920523,34.92617902,22.33087273
E01000486,7,3,9,7,21.97549348,7.954037552,38.40557258,22.63012457
E01000487,8,2,9,8,32.67537315,3.922126429,46.30177445,27.39598169
E01000488,9,1,10,10,41.09370301,1.377716573,62.75970676,34.74004886
E01000489,9,1,10,10,35.96519094,0.977455857,72.49798528,36.12518314
E01000490,10,1,10,10,63.16310294,1.576702165,75.58405417,46.32264058
E01000491,8,3,10,10,33.84897529,5.687645586,73.34017455,37.30621895
E01000492,8,1,10,10,31.90028018,1.423973507,69.56367141,33.96725502
E01000493,9,2,10,10,39.93472519,4.127569804,62.51113037,35.21050607
E01000494,9,3,10,10,40.44999834,5.228276361,78.07074901,40.88946059
E01000495,9,2,10,10,44.54580503,4.800682239,72.38376767,40.21899095
E01000497,9,4,10,9,39.64320658,8.344043857,50.50426827,32.58564161
E01000498,7,5,9,9,24.19057653,13.95879647,47.02163891,28.24602189
E01000499,9,4,10,9,36.90671359,8.964625004,52.15621667,32.43873949
E01000501,8,4,10,9,32.22926974,8.743164516,54.88636034,31.72083386
E01000502,7,3,10,9,26.73917912,7.401786189,55.21405776,29.56117547
E01000503,8,4,10,9,30.57388443,9.864907297,58.08654309,32.61200956
E01000504,9,2,10,10,38.23572035,4.40328233,60.48504412,34.07496827
E01000505,8,2,10,9,31.59741178,4.5878372,59.85238648,31.73829807
E01000506,9,3,10,10,49.65468994,7.755007052,52.96353585,36.50071691
E01000507,8,4,10,9,29.25956453,9.755725923,55.6624583,31.34121435
E01000508,10,2,10,10,68.02603753,2.998293086,57.01714945,42.28367135
E01000509,10,3,10,10,59.69143584,7.434835589,54.68023061,40.27049403
E01000510,10,1,10,10,70.13052821,2.206946001,58.65093222,43.24824358
E01000511,10,2,10,10,53.05076385,4.869156981,57.8969537,38.26826016
E01000512,8,4,10,9,35.39287743,10.58621336,53.79458439,33.03117494
E01000513,9,4,8,8,44.31301841,8.350300481,32.04445617,28.03706877
E01000514,8,3,8,7,33.76380608,6.36350293,30.63975854,23.41676732
E01000515,10,2,8,9,53.60356429,3.796655196,29.50942199,28.71814824
E01000516,9,1,8,8,48.55964673,2.196768039,32.60565796,27.53145168
E01000517,9,1,8,7,39.0234852,1.767434631,31.33669698,23.81978789
E01000518,9,4,8,8,36.18714156,9.601590032,30.82189125,25.37752144
E01000519,9,3,8,8,43.33661199,5.817594038,28.91273231,25.82026559
E01000520,9,2,8,8,44.29434755,4.224772341,28.93952137,25.60359934
E01000521,10,1,10,10,73.39302282,0.297881736,68.56653228,46.94793297
E01000522,9,4,10,10,38.06141938,8.594064832,63.56507147,36.45872402
E01000523,10,2,10,10,59.70602126,2.956185355,65.22855427,42.23351294
E01000524,10,1,10,10,66.78239979,1.547588115,72.5107112,46.49290659
E01000525,10,1,10,10,52.64471176,2.035718969,80.05016085,44.48145241
E01000526,9,2,10,10,47.9784418,2.647693734,62.40424268,37.32650175
E01000527,9,2,10,10,50.34832997,4.479174017,63.78178158,39.18585598
E01000528,9,2,10,10,40.42474731,4.357867227,64.51626296,36.11220825
E01000530,9,3,10,10,47.57887238,5.834415187,64.90620521,39.10377677
E01000531,10,3,10,10,70.64118738,7.403287405,52.61253518,43.19084616
E01000532,10,4,10,10,59.21523339,10.12535877,58.59525617,42.32008354
E01000533,10,2,10,10,60.49259171,2.617802474,62.46996091,41.46769521
E01000534,9,2,10,10,36.55744183,4.605111535,59.604117,33.29905233
E01000535,10,2,10,10,56.15100502,2.969180987,59.18668708,39.07095993
E01000536,9,1,8,7,37.36055875,1.543515087,31.89810263,23.38015339
E01000538,6,4,9,7,19.60031941,9.474749206,41.07422478,23.24401431
E01000539,7,3,9,8,26.78620559,5.761612226,43.34377393,25.1018414
E01000540,7,3,8,5,21.11893277,6.882289179,32.39109653,19.99828799
E01000541,9,1,9,9,48.23395917,0.236786632,44.07516857,30.54251961
E01000543,9,1,8,8,45.79420843,0.940020431,31.39201189,25.79105965
E01000544,10,1,10,10,69.27433614,1.067322309,79.01382018,49.29798117
E01000545,10,1,10,10,98.064846,0.134773469,82.82588721,59.73976494
E01000546,10,1,10,10,80.91422462,0.16379567,76.02472746,51.84554472
E01000547,10,1,10,10,64.67869086,2.041663683,72.18210417,45.85822801
E01000548,10,1,10,10,84.62897094,0.82864235,76.173515,53.34655876
E01000549,10,2,10,10,59.88177163,2.803880531,70.64118738,44.02589585
E01000550,10,1,10,10,69.03232519,0.164891565,82.02279711,49.90425349
E01000551,10,1,10,10,54.21590063,1.415293242,73.87420248,42.75093373
E01000552,9,2,10,10,45.59585725,2.733924723,77.60538443,41.58594416
E01000553,10,1,10,10,56.13850785,2.086298082,55.54649168,37.56539119
E01000554,8,4,10,9,30.34887041,8.910061446,56.54182423,31.70335012
E01000555,8,3,10,9,28.87451628,6.83317571,58.57441235,31.18142619
E01000556,10,1,10,10,88.93113603,0.013605174,57.39009518,48.29063206
E01000557,10,1,10,10,54.91003608,0.716117206,60.62887343,38.37131999
E01000558,9,1,10,10,46.24075927,2.191381529,69.55247556,38.95683721
E01000559,10,1,10,10,56.9200027,1.008698658,64.00055301,40.24674093
E01000560,9,1,10,10,48.97220704,1.817426552,79.09842055,42.88123213
E01000561,10,2,10,10,56.90708075,2.459237023,68.28939914,42.15097895
E01000562,7,2,7,4,24.83495451,3.757545356,26.33046599,18.16215418
E01000563,7,2,8,5,23.99517164,2.444711025,30.11595875,18.68787477
E01000564,8,3,9,8,32.34220684,7.578096733,41.69585457,27.00911315
E01000565,9,1,8,7,37.08063088,1.951469429,35.38780847,24.57808459
E01000566,6,4,8,6,16.99100353,10.36743646,34.38127139,20.47777912
E01000567,8,1,8,7,33.22468245,2.264506239,32.53391485,22.47026923
E01000568,7,2,8,4,21.23505783,4.275821176,28.5691685,17.88917389
E01000569,5,4,8,4,11.97008488,9.16634647,30.99500735,17.29503824
E01000570,7,3,9,8,24.06631767,7.901816872,46.36703622,25.92962452
E01000571,8,2,10,9,30.87806326,3.131313891,51.07857608,28.11033771
E01000572,7,3,8,6,22.02221748,5.726692661,34.68895738,20.66176321
E01000573,8,2,9,8,33.31713714,3.906646828,45.11507164,27.21088882
E01000574,8,2,9,8,32.46685833,3.935679632,38.63498401,24.80173905
E01000575,9,2,10,9,40.11142656,3.144408882,50.89880315,31.10247482
E01000576,9,1,10,9,36.07198211,2.302959916,57.7758949,31.75280578
E01000577,8,3,9,8,27.72025677,7.165073571,44.26450568,26.19109662
E01000578,9,1,10,10,37.87995515,1.881102845,63.87778474,34.21962913
E01000579,10,2,10,10,63.35038419,4.332894251,68.67401746,45.04123659
E01000580,10,1,10,10,55.62577405,0.836539766,75.98027824,43.71442078
E01000581,10,1,10,10,56.60548621,0.44883671,68.19424119,41.33651452
E01000582,10,1,10,10,51.22946774,2.266907711,65.98277159,39.4507876
E01000583,10,1,10,10,86.05187532,0.160508299,78.77858138,54.44862353
E01000584,10,1,10,10,69.85669287,1.833918301,64.39966322,44.92812973
E01000585,10,2,10,10,57.70222698,3.312812252,65.67811041,41.84186751
E01000586,10,1,10,10,92.04385993,1.10097028,71.85812597,54.46198524
E01000587,8,2,9,7,29.45649132,3.519200156,37.85173025,23.40824117
E01000588,8,2,9,8,32.33554811,3.226891412,39.83304146,24.91277764
E01000589,8,2,9,8,28.82683535,4.631712793,42.09265768,24.97821505
E01000590,7,2,9,7,25.01343278,4.338149466,38.62331308,22.47509695
E01000591,10,1,8,9,62.65166032,0.2808028,31.14835059,31.04947655
E01000592,10,1,9,9,58.53971457,1.122667945,35.87959578,31.54007951
E01000593,7,3,9,8,22.55414634,6.537785286,46.66302765,25.06451441
E01000594,8,2,9,7,27.2013973,4.894046331,42.25604851,24.58493287
E01000595,8,3,10,10,27.68578308,5.383132183,70.22253598,34.14001023
E01000596,6,3,10,9,17.96097188,7.387529525,68.48090433,31.03757919
E01000599,9,1,10,10,36.72872823,0.565633871,80.17416625,38.77027069
E01000600,6,3,10,10,17.32366382,5.20916307,83.61673769,35.08144794
E01000601,5,5,10,9,13.92189327,14.38190188,61.59822678,29.81148625
E01000602,5,8,10,10,12.68699463,28.97209295,67.42640821,36.28793454
E01000603,6,2,10,9,18.44596275,2.547193946,67.25357701,29.14689406
E01000604,4,8,10,10,9.372305842,33.08669354,67.63141584,36.66070396
E01000605,7,2,10,9,21.40414255,3.039857119,73.23484093,32.26441597
E01000606,9,1,8,7,38.41424274,2.127438373,30.07166925,23.32368
E01000607,8,3,9,8,31.22434998,6.468490371,41.41420489,26.17000983
E01000608,9,1,8,8,47.16074372,1.144957907,30.92184765,26.15654084
E01000609,8,1,7,5,31.81984785,2.029775791,26.6818326,19.99567832
E01000610,8,3,9,8,32.58770119,6.784166893,43.48387953,27.41023838
E01000611,9,2,8,7,40.04927136,4.18884436,27.46924013,23.70531588
E01000612,8,1,9,7,30.97198922,1.383493605,36.27389113,22.66152834
E01000613,8,4,9,9,34.0561124,8.109866621,45.78225899,29.10401721
E01000615,6,5,10,9,17.69523455,14.88452868,65.83945905,32.62718864
E01000616,9,2,10,10,41.43726969,2.784222323,62.33871169,35.19270945
E01000617,9,2,10,10,44.14552388,2.508936849,63.53920294,36.38899838
E01000618,7,2,10,9,26.55548085,3.684632636,65.14523204,31.51401035
E01000619,6,3,10,9,19.0134126,5.177797105,64.12398011,29.19579061
E01000620,9,1,10,10,38.9434834,1.785066433,66.56512203,35.42476238
E01000621,7,2,10,9,25.2405337,2.724735831,69.31861304,32.13092861
E01000622,9,5,10,10,38.73149582,13.43087318,58.66487231,36.70729837
E01000623,9,2,8,8,47.23697518,3.939553443,32.0159863,27.49292546
E01000624,8,4,9,8,28.89743828,9.163915295,37.94217213,25.17280263
E01000625,9,4,9,9,41.79274136,9.835685925,41.58941654,30.86024532
E01000626,9,4,10,10,44.92246759,9.936028435,68.64171913,40.85443129
E01000627,9,5,10,10,42.08926602,13.77982143,60.91156989,38.67541514
E01000628,9,4,10,10,42.25946486,10.00148661,57.24543374,36.23712198
E01000629,9,2,8,7,42.73236793,2.754766479,28.87260714,24.56626238
E01000630,9,1,10,10,47.08897861,2.318600105,54.65679012,34.36442772
E01000631,9,2,9,9,37.93934043,2.81371594,44.9032956,28.29473331
E01000632,9,1,9,9,47.3262324,0.583483724,47.23273347,31.4028432
E01000633,10,1,9,10,61.47972413,0.749816983,41.39774418,34.20450232
E01000634,9,2,9,9,43.35093811,3.136925117,41.01912588,28.90867566
E01000635,10,1,10,10,66.1849213,0.963268602,57.35055174,41.09421743
E01000636,10,1,10,10,65.42415477,1.003014991,65.19148489,43.44418619
E01000637,10,1,10,10,53.22621862,1.693528307,51.54959955,35.15181962
E01000638,10,2,10,10,78.3972657,2.463475501,52.92547738,44.17408689
E01000639,10,1,10,10,67.14243316,1.832739926,55.19606245,40.99483513
E01000640,10,1,10,10,77.4470725,0.068106493,54.99903782,43.73037261
E01000641,10,2,10,10,58.51199398,3.228769457,51.19921011,37.30247897
E01000642,10,1,10,10,96.31575672,0.214810096,67.18278699,54.02755486
E01000643,8,1,10,9,32.7204631,0.868156572,63.66883753,32.10364244
E01000644,10,1,10,10,57.06912931,0.377935905,61.78911022,39.35171725
E01000645,6,7,5,5,16.4696699,26.06872936,13.18827366,18.65048936
E01000646,9,3,6,6,37.37436869,7.314135168,16.1567374,20.15207097
E01000647,9,3,6,7,39.74405265,8.037992368,20.20783442,22.51704014
E01000648,8,5,8,8,31.64904965,12.13639051,33.43090297,25.60275714
E01000649,5,6,6,4,14.78084473,19.83882518,15.67957645,16.79713955
E01000650,6,5,5,3,16.05591693,15.50810049,13.6849345,15.08723514
E01000651,6,5,7,5,20.08634376,13.26853329,25.91377669,19.69134107
E01000652,8,3,5,4,34.84435781,6.441118705,12.35039869,17.76425
E01000653,6,7,5,5,19.25341694,22.61514727,12.95680544,18.31852346
E01000654,3,5,4,1,6.746202046,11.69163369,8.678806215,9.065408181
E01000655,3,6,4,1,6.035819783,18.51035339,9.759883651,11.50610229
E01000656,4,5,4,1,8.790156405,14.4531824,9.24346691,10.86517771
E01000657,6,2,4,1,19.51373747,3.396532638,10.8036101,11.1595458
E01000658,5,5,3,1,13.14487621,12.17053523,6.502389922,10.6215798
E01000659,4,4,4,1,8.306539816,8.874024253,10.19135878,9.121474782
E01000661,7,3,5,2,21.92321859,7.999442935,12.35226029,14.03071863
E01000662,8,3,4,4,35.77884684,6.044309,10.8951661,17.45748933
E01000663,7,6,4,4,23.9103936,16.2624147,8.838842399,16.33646888
E01000664,5,6,4,2,14.80050874,18.04427584,9.10160291,14.02275063
E01000665,7,3,4,2,21.41794406,8.061925505,9.237775518,12.85744213
E01000666,4,8,3,3,10.79490946,28.758348,6.238290046,15.39879416
E01000667,6,4,3,2,20.18557846,11.16762039,7.431829135,12.91073544
E01000668,9,2,6,6,45.6551832,2.665402797,18.00615659,21.91447908
E01000669,9,1,6,6,46.75423454,1.167841868,17.56175717,21.6213435
E01000670,9,2,8,7,36.36625719,4.362470471,28.22880481,22.79961042
E01000671,9,2,6,7,46.24888528,3.816556203,20.23142304,23.23613085
E01000672,7,4,6,4,25.0473553,11.55186406,16.95458921,17.78827547
E01000673,7,5,6,5,25.23401389,15.16367692,18.17459571,19.48049132
E01000674,9,2,8,7,38.37669564,2.967942992,27.91903169,22.88669064
E01000675,9,1,8,7,39.24418667,1.526067419,31.15678257,23.75118277
E01000676,9,2,8,8,44.086263,3.454623309,34.08961974,26.97261323
E01000677,7,5,8,8,26.87004635,14.56051911,33.96302707,25.02549073
E01000678,9,2,8,7,38.10415796,3.587137963,29.68278716,23.5893188
E01000679,9,3,7,6,38.88735219,6.305462503,21.78533214,22.16584308
E01000680,2,9,3,4,4.115854977,40.21747741,5.608361145,16.88293364
E01000681,6,4,6,3,17.50578709,11.16143245,19.23206521,15.91837829
E01000682,6,3,4,2,18.10874569,7.899515747,10.4924422,12.12422736
E01000683,5,5,6,3,14.34837467,12.46329799,17.01493179,14.58741245
E01000684,5,4,6,2,13.04968908,8.640752769,17.64831212,13.06819634
E01000685,5,3,5,1,12.62191715,6.179852582,13.44551084,10.70340112
E01000686,6,4,4,2,18.58102582,8.503334414,11.15082841,12.7026456
E01000687,7,3,3,2,21.97973719,6.6036644,7.762630308,12.06022717
E01000688,4,5,4,1,10.14395499,12.29276348,9.706721403,10.73026279
E01000689,5,8,5,5,12.75888792,29.4467027,12.70494689,18.4149444
E01000690,8,4,6,5,31.08520903,9.400125292,18.47995798,19.55254771
E01000691,7,3,7,5,25.99280686,7.897981792,22.39658508,18.65381315
E01000692,10,2,6,8,65.21001211,3.09145127,16.15014867,27.89994649
E01000693,6,7,4,4,15.95335914,25.45508545,9.386211361,17.01678732
